Jenis Handphone,Harga,Storage,Ukuran_Layar_(inchi),Kamera_Utama_(mp),Kapasitas_Baterai_(mah),Kamera_Depan_(mp),Kondisi,Tipe,Merek
samsung galaxy s21,2500000,128,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,11600000,128,6.7,12,4000,10,Lightly used,android,samsung
samsung galaxy s21,1700000,256,6.7,12,4000,10,Well used,android,samsung
samsung galaxy s21,3999000,256,6.7,12,4000,10,Well used,android,samsung
samsung galaxy s21,10000000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,2800000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,3000000,128,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,2000000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,3500000,256,6.7,12,4000,10,Lightly used,android,samsung
samsung galaxy s21,2500000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,4500000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,7500000,256,6.7,12,4000,10,Lightly used,android,samsung
samsung galaxy s21,8800000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,9700000,128,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,3200000,256,6.7,12,4000,10,Well used,android,samsung
samsung galaxy s21,3000000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,6700000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,5500000,256,6.7,12,4000,10,Lightly used,android,samsung
samsung galaxy s21,21000000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,2620000,256,6.7,12,4000,10,Well used,android,samsung
samsung galaxy s21+,3000000,256,6.7,12,4800,10,Like new,android,samsung
samsung galaxy s21+,2200000,256,6.7,12,4800,10,Lightly used,android,samsung
samsung galaxy s22,7500000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,2500000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,3499000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,6100000,128,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,7500000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,13799000,256,6.1,50,3700,10,Well used,android,samsung
samsung galaxy s22,3200000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,8499000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,2499000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,7200000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,4300000,128,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,3900000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,7500000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,5670000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s22,1650000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,2600000,256,6.1,50,3700,10,Like new,android,samsung
samsung galaxy s22,1440000,256,6.1,50,3700,10,Well used,android,samsung
samsung galaxy s22,8000000,256,6.1,50,3700,10,Well used,android,samsung
samsung galaxy s22,2100000,256,6.1,50,3700,10,Lightly used,android,samsung
samsung galaxy s23,1350000,128,6.1,50,3900,12,Heavily used,android,samsung
samsung galaxy s23,12950000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,2650000,128,6.1,50,3900,12,Well used,android,samsung
samsung galaxy s23,6600000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,10400000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,2600000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,8500000,256,6.1,50,3900,12,Lightly used,android,samsung
samsung galaxy s23,5100000,128,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,10699999,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,4200000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,11800000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,6100000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,7300000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,10000000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,6800000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,12580000,256,6.1,50,3900,12,Lightly used,android,samsung
samsung galaxy s23,12500000,256,6.1,50,3900,12,Like new,android,samsung
samsung galaxy s23,2700000,256,6.1,50,3900,12,Lightly used,android,samsung
samsung galaxy s5,500000,64,5.1,16,2800,2,Heavily used,android,samsung
samsung galaxy s6 edge,1500000,32,5.1,16,2600,5,Like new,android,samsung
samsung galaxy s7,1800000,32,5.1,12,3000,5,Like new,android,samsung
samsung galaxy s7,550000,32,5.1,12,3000,5,Well used,android,samsung
samsung galaxy s7 edge,900000,64,5.5,12,3600,5,Well used,android,samsung
samsung galaxy s8,1000000,64,5.8,12,3000,8,Lightly used,android,samsung
samsung galaxy s8,1700000,64,5.8,12,3000,8,Lightly used,android,samsung
samsung galaxy s8,3200000,128,5.8,12,3000,8,Well used,android,samsung
samsung galaxy s8,8400000,128,5.8,12,3000,8,Like new,android,samsung
samsung galaxy s8+,850000,64,6.2,12,3500,8,Well used,android,samsung
samsung galaxy s9,1000000,64,6.2,12,3000,8,Well used,android,samsung
samsung galaxy s9,550000,64,6.2,12,3000,8,Well used,android,samsung
samsung galaxy s9,1850000,64,6.2,12,3000,8,Like new,android,samsung
samsung galaxy s9,950000,64,6.2,12,3000,8,Like new,android,samsung
samsung galaxy s9,950000,64,6.2,12,3000,8,Well used,android,samsung
samsung galaxy s9,700000,64,6.2,12,3000,8,Well used,android,samsung
samsung galaxy s9,6458000,128,5.8,12,3000,8,Well used,android,samsung
samsung galaxy s9,1500000,128,5.8,12,3000,8,Well used,android,samsung
samsung galaxy s9,1800000,128,5.8,12,3000,8,Like new,android,samsung
samsung galaxy s9+,1150000,32,6.2,12,3500,8,Well used,android,samsung
samsung galaxy s9+,1300000,64,6.2,12,3500,8,Well used,android,samsung
samsung galaxy s9+,1350000,64,6.2,12,3500,8,Like new,android,samsung
samsung galaxy s9+,6300000,128,6.2,12,3500,8,Lightly used,android,samsung
samsung galaxy z flip 1,2500000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,13000000,256,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,5600000,256,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,2200000,256,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,2000000,256,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,12200000,128,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,2100000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,4999000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,8999999,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,6800000,128,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,3900000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,7200000,256,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,5000000,128,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,2350000,128,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,500000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,6800000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,10800000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,2700000,128,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,3350000,128,6.7,12,3300,10,Well used,android,samsung
samsung galaxy z flip 3,5890000,128,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,3500000,256,6.7,12,3300,10,Lightly used,android,samsung
samsung galaxy z flip 3,1850000,256,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 3,18200000,128,6.7,12,3300,10,Like new,android,samsung
samsung galaxy z flip 4,2200000,128,6.7,12,3700,10,Well used,android,samsung
samsung galaxy z flip 4,2500000,128,6.7,12,3700,10,Lightly used,android,samsung
samsung galaxy z flip 4,1700000,256,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,2050000,256,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,1500000,256,6.7,12,3700,10,Lightly used,android,samsung
samsung galaxy z flip 4,3400000,256,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,3000000,128,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,2200000,128,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,4900000,256,6.7,12,3700,10,Lightly used,android,samsung
samsung galaxy z flip 4,5300000,256,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,2900000,256,6.7,12,3700,10,Lightly used,android,samsung
samsung galaxy z flip 4,7750000,256,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z flip 4,2360000,256,6.7,12,3700,10,Lightly used,android,samsung
samsung galaxy z flip 4,3300000,256,6.7,12,3700,10,Well used,android,samsung
samsung galaxy z flip 4,8900000,256,6.7,12,3700,10,Like new,android,samsung
samsung galaxy z fold 2,5250000,256,7.6,12,4500,10,Like new,android,samsung
samsung galaxy z fold 2,9800000,256,7.6,12,4500,10,Like new,android,samsung
samsung galaxy z fold 3,2670000,256,7.6,12,4400,4,Lightly used,android,samsung
samsung galaxy z fold 3,7850000,256,7.6,12,4400,4,Lightly used,android,samsung
samsung galaxy z fold 3,7000000,256,7.6,12,4400,4,Like new,android,samsung
samsung galaxy z fold 3,9500000,256,7.6,12,4400,4,Lightly used,android,samsung
samsung galaxy z fold 3,1900000,256,7.6,12,4400,4,Heavily used,android,samsung
samsung galaxy z fold 3,6000000,256,7.6,12,4400,4,Like new,android,samsung
samsung galaxy z fold 3,9600000,256,7.6,12,4400,4,Lightly used,android,samsung
samsung galaxy z fold 3,4250000,256,7.6,12,4400,4,Well used,android,samsung
samsung galaxy z fold 3,2400000,256,7.6,12,4400,4,Lightly used,android,samsung
samsung galaxy z fold 3,4500000,256,7.6,12,4400,4,Well used,android,samsung
samsung galaxy z fold 3,19000000,256,7.6,12,4400,4,Lightly used,android,samsung
samsung galaxy z fold 3,1900000,256,7.6,12,4400,4,Heavily used,android,samsung
samsung galaxy z fold 4,1650000,256,7.6,50,4400,4,Like new,android,samsung
samsung galaxy z fold 4,2150000,256,7.6,50,4400,4,Lightly used,android,samsung
samsung galaxy z fold 4,4400000,256,7.6,50,4400,4,Well used,android,samsung
samsung galaxy z fold 4,5350000,256,7.6,50,4400,4,Like new,android,samsung
samsung galaxy z fold 4,6800000,256,7.6,50,4400,4,Like new,android,samsung
samsung galaxy z fold 4,17000000,256,7.6,50,4400,4,Like new,android,samsung
xiaomi black shark 4,7000000,128,6.67,48,4500,20,Like new,android,xiaomi
xiaomi mi 10c,1000000,128,6.67,64,5160,16,Well used,android,xiaomi
xiaomi mi 11 lite,3000000,128,6.55,64,4250,20,Well used,android,xiaomi
xiaomi mi 5,1550000,64,5.15,16,3000,4,Like new,android,xiaomi
xiaomi mi 6x,500000,64,5.99,12,3010,20,Lightly used,android,xiaomi
xiaomi mi 8 lite,1500000,64,6.26,12,3350,24,Well used,android,xiaomi
xiaomi mi 8 lite,1100000,64,6.26,12,3350,24,Well used,android,xiaomi
xiaomi mi 9,4150000,128,6.39,48,3300,20,Well used,android,xiaomi
xiaomi mi 9,2200000,128,6.39,48,3300,20,Like new,android,xiaomi
xiaomi mi a1,1000000,64,5.5,12,3080,5,Lightly used,android,xiaomi
xiaomi mi a2,500000,32,5.99,12,3010,20,Lightly used,android,xiaomi
xiaomi mi a2,2500000,64,5.99,12,3010,20,Lightly used,android,xiaomi
xiaomi mi a2,1050000,64,5.99,12,3010,20,Well used,android,xiaomi
xiaomi note 1,600000,64,5.5,5,3200,13,Like new,android,xiaomi
xiaomi note 1,1600000,64,5.5,5,3200,13,Well used,android,xiaomi
xiaomi note 1,5500000,64,5.5,5,3200,13,Used,android,xiaomi
xiaomi note 1,850000,64,5.5,5,3200,13,Like new,android,xiaomi
xiaomi note 1,1200000,64,5.5,5,3200,13,Well used,android,xiaomi
xiaomi note 10,16150000,128,6.47,48,5260,20,Lightly used,android,xiaomi
xiaomi note 10,2200000,128,6.47,48,5260,20,Like new,android,xiaomi
xiaomi note 10,3400000,128,6.47,48,5260,20,Like new,android,xiaomi
xiaomi note 10,7500000,128,6.47,48,5260,20,Well used,android,xiaomi
xiaomi note 10,3000000,128,6.3,48,5260,20,Lightly used,android,xiaomi
xiaomi note 10,5500000,128,6.47,48,5260,20,Like new,android,xiaomi
xiaomi note 10 pro,5000000,128,6.47,108,5260,20,Like new,android,xiaomi
xiaomi note 10 pro,13000000,128,6.47,108,5260,20,Like new,android,xiaomi
xiaomi note 10s,5650000,128,6.67,64,5000,13,Like new,android,xiaomi
xiaomi note 10s,16800000,128,6.67,64,5000,13,Like new,android,xiaomi
xiaomi note 11,7000000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,9000000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,2100000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,12500000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,7000000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,2300000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,13850000,128,6.43,50,5000,13,Lightly used,android,xiaomi
xiaomi note 11,18750000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 11,2850000,128,6.43,50,5000,13,Lightly used,android,xiaomi
xiaomi note 11,2650000,128,6.43,50,5000,13,Well used,android,xiaomi
xiaomi note 11,1950000,128,6.43,50,5000,13,Like new,android,xiaomi
xiaomi note 12,2700000,128,6.67,48,5000,13,Lightly used,android,xiaomi
xiaomi note 12,2000000,128,6.67,48,5000,13,Lightly used,android,xiaomi
xiaomi note 12,4400000,128,6.67,48,5000,13,Like new,android,xiaomi
xiaomi note 12,18500000,128,6.67,48,5000,13,Well used,android,xiaomi
xiaomi note 3,750000,32,5.5,12,4000,5,Well used,android,xiaomi
xiaomi note 5,1200000,32,5.99,12,4000,5,Lightly used,android,xiaomi
xiaomi note 5,1200000,64,5.99,12,4000,5,Like new,android,xiaomi
xiaomi note 5,1000000,64,5.99,12,4000,5,Like new,android,xiaomi
xiaomi note 5,4500000,64,5.99,12,4000,5,Like new,android,xiaomi
xiaomi note 5,2400000,64,5.99,12,4000,5,Heavily used,android,xiaomi
xiaomi note 8,475000,64,6.22,48,4000,13,Well used,android,xiaomi
xiaomi note 8,2000000,128,6.3,48,4000,13,Like new,android,xiaomi
xiaomi note 8,9000000,128,6.3,48,4000,13,Like new,android,xiaomi
xiaomi note 8,7500000,128,6.3,48,4000,13,Well used,android,xiaomi
xiaomi note 8,12000000,128,6.3,48,4000,13,Like new,android,xiaomi
xiaomi note 8,1800000,128,6.3,48,4000,13,Lightly used,android,xiaomi
xiaomi note 9,1795000,64,6.53,48,5020,13,Like new,android,xiaomi
xiaomi note 9,1550000,64,6.53,48,5020,13,Like new,android,xiaomi
xiaomi note 9,800000,64,6.53,48,5020,13,Lightly used,android,xiaomi
xiaomi note 9,900000,64,6.53,48,5020,13,Well used,android,xiaomi
xiaomi note 9,650000,64,6.53,48,5020,13,Heavily used,android,xiaomi
xiaomi note 9,2000000,64,6.53,48,5020,13,Well used,android,xiaomi
xiaomi note 9,480000,64,6.53,48,5020,13,Like new,android,xiaomi
xiaomi note 9 pro,1850000,128,6.67,64,5020,16,Lightly used,android,xiaomi
xiaomi poco m3,2800000,64,6.53,48,6000,8,Like new,android,xiaomi
xiaomi poco m5,2300000,64,6.58,64,5000,16,Like new,android,xiaomi
xiaomi poco x3,6000000,128,6.67,64,6000,20,Like new,android,xiaomi
xiaomi poco x3,2450000,128,6.67,64,6000,20,Well used,android,xiaomi
xiaomi pocophone f1,3150000,128,6.18,12,4000,20,Like new,android,xiaomi
xiaomi pocophone f1,9500000,128,6.18,12,4000,20,Like new,android,xiaomi
xiaomi pocophone f3,10199000,128,6.67,48,4520,20,Like new,android,xiaomi
xiaomi pocophone f4,8500000,128,6.67,48,4500,20,Like new,android,xiaomi
xiaomi pocophone f4,12500000,128,6.67,48,4500,20,Like new,android,xiaomi
xiaomi pocophone m3,7300000,128,6.53,48,6000,8,Like new,android,xiaomi
xiaomi realme c23,5250000,128,6.5,13,5000,8,Well used,android,xiaomi
xiaomi realme c35,2500000,128,6.52,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10,2600000,64,6.5,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10,2800000,64,6.5,50,5000,8,Well used,android,xiaomi
xiaomi redmi 10,3800000,64,6.5,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10,1000000,64,6.5,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10,1400000,64,6.5,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10,1050000,64,6.5,50,5000,8,Well used,android,xiaomi
xiaomi redmi 10,10500000,128,6.5,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10,1300000,128,6.5,50,5000,8,Lightly used,android,xiaomi
xiaomi redmi 10c,3250000,128,6.53,50,5000,8,Like new,android,xiaomi
xiaomi redmi 10c,2300000,128,6.53,50,5000,8,Well used,android,xiaomi
xiaomi redmi 12,2500000,64,6.67,50,5000,13,Lightly used,android,xiaomi
xiaomi redmi 12,2000000,128,6.28,50,5000,13,Well used,android,xiaomi
xiaomi redmi 4a,1300000,32,5,13,3120,5,Lightly used,android,xiaomi
xiaomi redmi 4a,1500000,32,5,13,3120,5,Well used,android,xiaomi
xiaomi redmi 4x,500000,32,5,13,4100,5,Well used,android,xiaomi
xiaomi redmi 4x,1050000,32,5,13,4100,5,Like new,android,xiaomi
xiaomi redmi 5,700000,32,5.7,12,3300,5,Like new,android,xiaomi
xiaomi redmi 5,750000,32,5.7,12,3300,5,Used,android,xiaomi
xiaomi redmi 5,550000,64,5.7,12,3300,5,Like new,android,xiaomi
xiaomi redmi 5a,1800000,32,5,13,3000,5,Lightly used,android,xiaomi
xiaomi redmi 5x,1500000,64,5.5,12,3080,5,Like new,android,xiaomi
xiaomi redmi 8,2875000,64,6.22,12,5000,8,Like new,android,xiaomi
xiaomi redmi 8,1300000,64,6.22,12,5000,8,Like new,android,xiaomi
xiaomi redmi 8,1500000,64,6.22,12,5000,8,Like new,android,xiaomi
xiaomi redmi 8,500000,64,6.22,12,5000,8,Heavily used,android,xiaomi
xiaomi redmi 8,1650000,64,6.22,12,5000,8,Heavily used,android,xiaomi
xiaomi redmi 8a,900000,32,6.22,12,5000,8,Lightly used,android,xiaomi
xiaomi redmi 9,1200000,32,6.53,13,5000,5,Well used,android,xiaomi
xiaomi redmi 9,1200000,32,6.53,13,5000,5,Like new,android,xiaomi
xiaomi redmi 9,2100000,32,6.53,13,5000,5,Like new,android,xiaomi
xiaomi redmi 9,1700000,64,6.53,13,5000,5,Like new,android,xiaomi
xiaomi redmi 9,1600000,64,6.53,13,5000,5,Well used,android,xiaomi
xiaomi redmi 9,990000,64,6.53,13,5000,5,Like new,android,xiaomi
xiaomi redmi 9a,500000,32,6.53,13,5000,5,Heavily used,android,xiaomi
xiaomi redmi 9c,1500000,32,6.53,13,5000,5,Well used,android,xiaomi
xiaomi redmi 9c,800000,32,6.53,13,5000,5,Lightly used,android,xiaomi
xiaomi redmi 9c,2550000,32,6.53,13,5000,5,New,android,xiaomi
xiaomi redmi 9c,1100000,32,6.53,13,5000,5,Like new,android,xiaomi
xiaomi redmi 9c,700000,64,6.53,13,5000,5,Lightly used,android,xiaomi
xiaomi redmi 9c,750000,64,6.53,13,5000,5,Well used,android,xiaomi
xiaomi redmi 9c,600000,64,6.53,13,5000,5,Heavily used,android,xiaomi
xiaomi redmi 9c,1500000,64,6.53,13,5000,5,Heavily used,android,xiaomi
xiaomi redmi 9c,900000,64,6.53,13,5000,5,Lightly used,android,xiaomi
xiaomi redmi 9c,875000,64,6.53,13,5000,5,Lightly used,android,xiaomi
xiaomi redmi 9c,1000000,64,6.53,13,5000,5,Like new,android,xiaomi
xiaomi redmi 9c,1400000,64,6.53,13,5000,5,Well used,android,xiaomi
xiaomi redmi 9c,700000,64,6.53,13,5000,5,Lightly used,android,xiaomi
xiaomi redmi 9c,1500000,64,6.53,13,5000,5,Used,android,xiaomi
xiaomi redmi 9c,500000,64,6.53,13,5000,5,Heavily used,android,xiaomi
xiaomi redmi 9t,1800000,64,6.53,48,6000,8,Well used,android,xiaomi
xiaomi redmi a1,1700000,32,6.52,12,3080,5,Like new,android,xiaomi
xiaomi redmi a1,1450000,32,6.52,12,3080,5,Well used,android,xiaomi
xiaomi redmi a1,1150000,32,6.52,12,3080,5,Like new,android,xiaomi
xiaomi redmi a1,1100000,64,6.52,12,3080,5,Well used,android,xiaomi
xiaomi redmi a2,1000000,32,6.52,12,3010,20,Well used,android,xiaomi
xiaomi redmi note 4,1575000,32,5.5,13,4100,5,Like new,android,xiaomi
xiaomi redmi note 4,1200000,32,5.5,13,4100,5,Like new,android,xiaomi
xiaomi redmi note 4,2500000,32,5.5,13,4100,5,Like new,android,xiaomi
xiaomi redmi note 4,800000,64,5.5,13,4100,5,Like new,android,xiaomi
xiaomi redmi note 4,1299000,64,5.5,13,4100,5,Like new,android,xiaomi
xiaomi redmi note 6,1250000,64,6.26,12,4000,20,Well used,android,xiaomi
xiaomi redmi note 7,1100000,32,6.3,48,4000,13,Like new,android,xiaomi
xiaomi redmi note 7,1850000,64,6.3,48,4000,13,Lightly used,android,xiaomi
xiaomi redmi note 7,1250000,64,6.3,48,4000,13,Lightly used,android,xiaomi
xiaomi redmi note 8,1750000,64,6.3,48,4000,13,Well used,android,xiaomi
xiaomi redmi note 8,1750000,64,6.3,48,4000,13,Like new,android,xiaomi
xiaomi redmi note 8,2000000,64,6.3,48,4000,13,Lightly used,android,xiaomi
iphone 11,2500000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,7000000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,6550000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,3000000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,12000000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,12200000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,3350000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,4050000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,13000000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7200000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,4500000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,17300000,512,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7400000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,3700000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,10500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,9500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,8500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7300000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,7350000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,16500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7500000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,4700000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,475000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,6150000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,15250000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,16500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,16500000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,16500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7000000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,7000000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,3000000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,4000000,512,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,3290000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,5800000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7500000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,3900000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,17499999,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,4700000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,8999000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,7400000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,16500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,2700000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7100000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,5000000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,5200000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,16000000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,13250000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7400000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,10750000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,11200000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,3800000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,3800000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,11150000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,4200000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,6700000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,8800000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,5800000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,11450000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,6900000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,16600000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,8500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,8500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7355000,256,6.1,12,3110,12,Like new,iphone,iphone
iphone 11,10800000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7650000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,16750000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7700000,256,6.06,12,3110,12,Well used,iphone,iphone
iphone 11,4000000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7500000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,10000000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,16750000,512,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,4700000,512,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,17600000,512,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,4700000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7000000,256,6.06,12,3110,12,Like new,iphone,iphone
iphone 11,7200000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,10000000,256,6.06,12,3110,12,Lightly used,iphone,iphone
iphone 11,6200000,256,6.06,12,3110,12,Lightly used,iphone,iphone
